text_id,block_id,line_id,sentence
100002_8,2,253,鬼瓦星来同学紧咬着我的话不放。
100002_8,2,256,虽然她有好几次都开心地参加鬼屋的准备，但因为她知道当天没办法来，大家就说安慰她。
100002_8,2,258,她这边好像是病假，但就算她事后说，大家也只会觉得，这就是纱月同学的厉害之处。
100002_8,2,259,星来同学就像没了牙的老虎，沮丧地垂下肩膀。
100002_8,2,264,"夸我了……凑同学真是个好孩子……

　好孩子！"
100002_8,2,272,星来同学一边叫着，一边从鬼屋的出口滚了出来。
100002_8,2,273,星来同学把后背紧紧贴在走廊的墙壁上，捂着胸口。
100002_8,2,275,从鬼屋里出现的女孩子，肚子上竟然插着一把菜刀。
100002_8,2,277,她今天一整天都在鬼屋里待机，负责吓唬客人。
100002_8,2,278,她穿着和芦谷高中的校服不一样的，网购来的水手服，还做了些破损加工，营造出昭和女学生的氛围。
100002_8,2,279,如果只是这样，那单纯就是可爱了，但插在肚子上的菜刀周围沾满了血，相当猎奇。
100002_8,2,280,在黑暗中突然出现的话，应该相当吓人吧。
100002_8,2,281,平时扎起来的头发也放了下来，用刘海遮住了一只眼睛，看上去就像幽灵一样。
100002_8,2,282,据说，这是个脚踏三只船，最后被捅了的女孩子的幽灵。
100002_8,2,283,设定得莫名真实，也是小香穗的讲究之处吧。
100002_8,2,284,虽然感觉我也受到了一些伤害……不过算了。
100002_8,2,285,在星来同学之后，妹妹和凑同学也出来了。
100002_8,2,286,她们两个看到小香穗，也吓了一跳。
100002_8,2,287,嗯，也是……毕竟是超人气cosplayer小香穗亲自制作的cos服。
100002_8,2,291,不过，在阳光下还是美少女更胜一筹。
100002_8,2,296,"jpg


　小香穗看起来是打心底里感到开心。"
100002_8,2,298,小香穗眯起眼睛，像小猫一样笑了。
100002_8,2,301,在接待处的紫阳花同学也过来了。
100002_8,2,302,小香穗满意地笑着，比出了V字手势。
100002_8,2,305,于是，我向初中生们介绍了小香穗和紫阳花同学。
100002_8,2,307,当然，星来小姐和小香穗是认识的
100002_8,2,308,她们俩在妹妹不上学的那件事上帮了我很多。
100002_8,2,309,包括不在这里的真唯和纱月同学在内，对她们来说应该不是毫无关系。
100002_8,2,311,凑小姐和对我做的一样，深深地低下了头。
100002_8,2,313,我向Queentet的成员们大致说明了事情的经过。
100002_8,2,314,毕竟我也得到了她们很多的帮助，我觉得她们有知道的权利。
100002_8,2,315,妹妹不上学的原因是和凑同学吵架了。
100002_8,2,316,凑同学的姐姐是我的同班同学，和我关系很差。
100002_8,2,317,但是凑同学很喜欢姐姐，因为相信姐姐所以才导致了关系的恶化。
100002_8,2,318,然后，星来小姐为了能让两人和好而努力着。
100002_8,2,320,我跳过了小町不上学，以及我被小町欺负的事情，大致说明了这些。
100002_8,2,322,紫阳花同学和小香穗也说着，轻松地接受了她的道歉。
100002_8,2,323,看到这幅光景，我不知不觉地松了一口气。
100002_8,2,324,因为我觉得，妹妹的事情真的就这样结束了。
100002_8,2,326,紫阳花同学没有发出声音，只是微微动了动嘴。
100002_8,2,327,感觉紫阳花同学是在这么对我说。
100002_8,2,331,在自己就读的高中的走廊上，本不应该出现在这里的人们齐聚一堂。
100002_8,2,332,被小香穗捉弄而一脸不悦的星来小姐。
100002_8,2,338,就这样，高中第一次文化祭结束了。
100002_8,2,339,到了收拾的时间，大家一起破坏了那么拼命制作的纸箱……和制作的时候一样，非常开心。
100002_8,2,342,班长清水同学和小香穗作为干事，提前预约了店家。
100002_8,2,343,小香穗问，我回答，就这样参加了庆功宴。
100002_8,2,344,光是有可靠的朋友在，人生就变成了简单模式……。
100002_8,2,345,在班上的大家面前，我可以披上阳角的外皮……。
100002_8,2,350,我躺在沙发上玩了一会手机，突然发现餐桌上放着一个蛋糕盒。
100002_8,2,351,我被吸引着走过去，往里面看去。
100002_8,2,352,而且还是我喜欢的蛋糕店，我喜欢的巧克力蛋糕。
100002_8,2,359,妹妹用头上裹着的毛巾擦着头发。
100002_8,2,361,面对我过于正经的提问，妹妹装作什么都不知道的样子。
100002_8,2,364,我从瞪着我的妹妹手中保护住了蛋糕盒。
100002_8,2,366,"想法也太激进了……

　妹妹指着从厨房偷偷摸摸地拿来了叉子的我。"
100002_8,2,367,，意思是耙子，或是分成两股的棒子。
100002_8,2,368,有一种说法是原型是在土耳其的6000年前遗迹中发现的。
100002_8,2,370,我感觉像是被击溃一样，坐在椅子上小口小口地吃着蛋糕。
100002_8,2,371,妹妹的眼神太可怕，所以我真的闭嘴了。
100002_8,2,373,不出所料，妹妹被妈妈纠正了粗鲁的用词。
100002_8,2,377,文化祭很开心，庆功宴也很开心。
100002_8,2,379,学校生活很顺利，和恋人的关系也很良好。
100002_8,2,381,最近，感觉我的运势变得相当不错。
100002_8,2,382,果然，命运女神会对努力的人微笑。
100002_8,2,383,实际上，不管做什么都会顺利的时期是绝对存在的。
100002_8,2,385,看清运势的流向，是顺利度过人生的诀窍。
100002_8,2,388,随便找个网站输入出生年月日，看看结果。
100002_8,2,400,你认为是朋友的人真的是朋友吗？
100002_8,3,407,难道是专门搞恶作剧的占卜网站吗？
100002_8,3,408,我试着输入了妹妹的出生年月日……。
100002_8,3,410,也就是说，我的运势真的非常糟糕……？
100002_8,3,411,就在这时，我咬到了一个硬硬的东西。
100002_8,3,412,我战战兢兢地用舌头在嘴里摸索。
100002_8,3,417,我用手指取出了砂糖块，仔细端详着它。
100002_8,3,419,可能是收拾文化祭的时候，被纸箱之类的东西划伤的。
100002_8,3,420,一旦意识到，就觉得伤口隐隐作痛。
100002_8,3,421,在厨房洗东西的妈妈发出了遗憾的声音。
100002_8,3,425,……应该不会是什么不祥的预兆吧？
100002_8,3,426,"我低着头好一会儿…………
　不过！"
100002_8,3,433,运气这种东西，说穿了就是概率的波动！
100002_8,3,434,偶尔会往上或往下浮动，这是常有的事。
100002_8,3,435,每次遇到这种事就说什么而沮丧，未免也太愚蠢了。
100002_8,3,440,"应该没有……吧……
　我正想拿手机，手机却从掌心滑了出去。"
100002_8,3,441,"手机就这么倒霉地掉在脚的小趾头上……

　一阵剧痛窜过。"
100002_8,3,443,就在我痛得死去活来的时候，有人慌慌张张地冲进客厅。
100002_8,3,444,是换上睡衣的遥奈，她脸色大变。
100002_8,3,445,我冒着冷汗，眼眶泛泪，咬紧牙关抬起头来。
100002_8,3,447,在疼痛的另一侧，我看到了既视感。
100002_8,3,448,"我记得之前妹妹在那之后也把手机拿给我看……
　妹妹把手机拿给我看。"
100002_8,3,466,所以她肯定努力再努力，才从母亲那边赢得了撤销婚约。
100002_8,3,467,"然后作为交换条件，她要公开与我的关系——
　眼前有光芒闪过。"
100002_8,3,471,闪光灯接连不断，被许多人要求评论，全身沐浴在羡慕的眼神之中。
100002_8,3,476,妹妹摇晃着我的肩膀，指着报道的后续。
100002_8,3,477,"我回望妹妹，大叫道：

　妹妹看着这样的我。"
100002_8,3,478,她的眼神就像是在怜悯自己直到现在都还不承认自己被甩的自作多情女人，看起来很悲伤。
100002_8,3,484,这次的报道上，刊登了对方的照片。
100002_8,3,487,我感觉一脸若无其事的她，正在画面的另一头凝视着我。
100002_8,3,490,"不行不行

　这是在芦谷高中的文化祭开始的前一天所发生的事。"
100002_8,3,491,花取单衣在王冢家的滚筒式洗衣机前抱着膝盖坐着，只是呆呆地望着被揉搓的衣服。
100002_8,3,493,她就像以固定的速度旋转的滚筒一样，发出叹息。
100002_8,3,494,平时那双犹如打磨过的镜子一样反射出锐利光芒的眼睛，现在就像睡眠不足的猫一样无力地垂下。
100002_8,3,496,这一切……都是因为提不起干劲。
100002_8,3,497,花取至今为止从来没有因为有精神还是没精神，有干劲还是没干劲而改变工作的方式。
100002_8,3,498,自己无论何时都能以钢铁般的意志完成工作，是个了不起的社会人士。
100002_8,3,503,其实只是在至今为止漫长的社会人士生活中，365天，连一秒都没有失去过干劲而已。
100002_8,3,504,不过，要说这是理所当然的，也确实如此。
100002_8,3,505,毕竟自己是自愿照顾王冢真唯这位大小姐的。
100002_8,3,506,虽说工作上与讨厌的客户打交道，以及与管理相关的麻烦事务堆积如山，但自己从未感到一丝痛苦。
100002_8,3,507,不……回想起来，过去也只发生过一次。
100002_8,3,511,从那之后，花取就一直状况不佳。
100002_8,3,512,露西的事情自己从小就非常清楚。
100002_8,3,513,真唯因为工作而造访法国的时候，花取也经常随行。
100002_8,3,516,尽管肌肤与头发的颜色很淡，却散发着耀眼的存在感。
100002_8,3,517,与王冢真唯一样，是被赐予了祝福的，神明所创造的杰作。
100002_8,3,518,如果不是从事这样的工作，一辈子都无法近距离瞻仰的奇迹美少女。
100002_8,3,520,"在地球80亿人口当中，无论是美貌还是品格，比她更适合真唯的人物…………
　没错，是有的。"
100002_8,3,521,跨越了天文数字的概率，唯独一人。
100002_8,3,523,正因为如此，胸口的疼痛才无法平息。
100002_8,3,526,她小声地喃喃自语，声音随即被滚筒式洗衣机的振动声所吞没。
100002_8,3,527,她是王冢真唯的青梅竹马，留着长发的美少女。
100002_8,3,528,实际上，就算在华丽感与知名度方面无法避免地逊于露西，但只有花取知道。
100002_8,3,529,比起全世界的任何网红，任何掌权者，纱月才是最适合真唯的对象。
100002_8,3,534,花取虽然被提拔为经纪人，但由于人手不足，能做的事情她都做了。
100002_8,3,535,从营业到事务处理，王冢家的家务帮忙也是其中一环。
100002_8,3,536,一切都是为了让王冢真唯在这个世界绽放光芒。
100002_8,3,537,花取和社长王冢琉音一起做了个梦。
100002_8,3,538,为了让Queen rose闻名世界，真唯的存在感是不可或缺的。
100002_8,3,539,王冢真唯是只要打磨就会绽放光芒的原石。
100002_8,3,540,所以，一切都是为了真唯，花取舍弃了一切向前迈进。
100002_8,3,541,真唯大小姐没有说过一句泄气话，为了母亲背负着公司的名字，完成着分秒必争的行程。
100002_8,3,542,花取明明比任何人都更清楚，年幼的真唯的私人时间被全部剥夺，逐渐疲惫不堪的模样。
100002_8,3,543,花取明明一直看着真唯在接送的车中像泥一样沉睡，然后又挺直腰杆去工作的模样。
100002_8,3,544,花取明明知道真唯不是自己的救世主也不是神明，只是个小学女生。
100002_8,3,545,真唯一直用体重不满40公斤的身体，背负着员工的生活、母亲的梦想以及自己的信仰。
100002_8,3,547,然后，她知道了自己一直在无意识地逃避这件事，自己是多么的肤浅。
100002_8,3,548,拼命地低头道歉，向相关人员赔罪之后。
100002_8,3,551,即使知道辞职也无法消除自己的罪过，但她无法再继续和真唯在一起了。
100002_8,3,555,自己甚至没有像琉音那样，打从心底相信真唯的幸福。
100002_8,3,556,明明被这样乞求，明明决定要待在真唯的身边。
100002_8,3,558,即使如此，在微弱的意识中接到琉音的联络时，她想着至少要完成最后的工作再消失。
100002_8,3,563,载着琉音的车开到了一间公寓前。
100002_8,3,564,琉音走下车，站在了失去色彩的世界中。
100002_8,3,565,和自己一样受到打击的琉音，却出色地履行了作为母亲的职责。
100002_8,3,569,向真唯谢罪，然后辞掉工作，回到佐贺。
100002_8,3,570,随便找个父母希望的对象相亲结婚，过上符合自己身份的人生吧。
100002_8,3,571,这样的自己向光伸出手，本身就是个错误——。
100002_8,3,573,一位少女张开双手，挡在了琉音面前。
100002_8,3,574,看起来像是随处可见的黑发少女。
100002_8,3,580,然后，与真唯同龄的少女，做到了这件事。
100002_8,3,581,她站在连身为大人的花取都感到害怕的琉音面前，一步都没有退缩。
100002_8,3,582,花取破碎的心，在看到这幅光景后，被重新塑造了。
100002_8,3,585,真唯应该一直和这名少女在一起。
100002_8,3,587,但是，如果是为了让两人一直在一起而帮忙，或许自己就能做到。
100002_8,3,590,"然后——
　——从那以后，花取单衣的人生，就决定为了王冢真唯和琴纱月而活。"
100002_8,3,591,花取摇了摇头，呆呆地站了起来。
100002_8,3,596,"所以，希望真唯与纱月能在一起，终究只是自己的自私而已吧……
　……不，就算是这样。"
100002_8,3,597,为了真唯，唯独与露西的婚约，无论如何都必须想办法推翻。
100002_8,3,598,无论花取是否喜欢——真唯已经拥有自己选择的重要对象。
100002_8,3,599,为了守护真唯的幸福，除此之外别无他法。
100002_8,4,601,现在不是在这种地方失去干劲的时候。
100002_8,4,606,工作了一阵子，就在她差不多做完的时候，玄关的门传来开门的声音。
100002_8,4,608,她说过今天会直接从Queen rose总公司回来。
100002_8,4,610,在那里，她看到了黑发美少女的身影，瞪大了眼睛。
100002_8,4,611,看到她们两人并肩而立，果然还是涌起了留恋。
100002_8,4,612,话虽如此，就算真唯自己选择了恋人，花取还是希望她能与纱月作为挚友，今后也好好相处。
100002_8,4,618,感觉好像会陷入某种对自己有利的妄想。
100002_8,4,621,那种事只要在睡前妄想结婚生活的那段时间做就够了。
100002_8,4,624,已经共同度过了27次的人生，现在
100002_8,4,629,花取为她们两人买了蜜月旅行的机票。
100002_8,4,630,花取小小的兴趣就是想象结婚的两人每天过着怎样的幸福生活。
100002_8,4,635,都会大哭一场，暂时无法工作，这让她很头疼。
100002_8,4,637,花取动员了所有的神经，装出自然的笑容。
100002_8,4,641,这句话让花取的心情都快飞上天了。
100002_8,4,642,还能再看到真唯和纱月并肩而立的样子吗？
100002_8,4,643,而且还是她们两人真正成长为美丽的样子。
100002_8,4,645,感觉真唯、纱月和琉音的生日同时到来了。
100002_8,4,651,"纱月
　纱月　真唯
　死——
　视野染成一片纯白。"
100002_8,4,653,真唯与纱月继续着打情骂俏般的对话。
100002_8,4,655,文化祭结束，新的一周开始，我一大早就来到了学校的屋顶。
100002_8,4,656,因为那个对象，琴纱月把我叫了出来。
100002_8,4,657,虽然穿着制服在外面已经有点冷了，但我很清楚这不是能在学校里说的话。
100002_8,4,658,好不容易解决了妹妹的问题，还以为能恢复和平了……。
100002_8,4,660,等纱月同学来了，我得像鳄鱼一样咬住她问个清楚……。
100002_8,4,662,小露西之后是纱月同学……甘织玲奈子吗……！
100002_8,4,668,总之现在不是讲我的事，而是真唯和纱月同学的事！
100002_8,4,673,对方是有着一头柔顺长发的优雅美少女。
100002_8,4,676,她用惊讶的眼神看着我，我慌忙离开。
100002_8,4,679,不愧是象征人类善性的圣女，兼具强大与温柔的紫阳花同学。
100002_8,4,681,这样一来，地球今后想必也能一直和平下去。
100002_8,4,683,我凑近脸如此倾诉，紫阳花同学便垂下眉毛，露出微笑。
100002_8,4,685,我和紫阳花同学的认知出现了分歧。
100002_8,4,687,人各自拥有名为构图的评价基准，会透过这个镜头来看世界，这就是这个理论。
100002_8,4,688,至于这个理论是怎么回事，比方说一本书会有人给出和这两种极端的感想，据说就是这个原因。
100002_8,4,690,这就是每个人个人构图不同的原因。
100002_8,4,691,简单来说，就是这种直截了当的说法。
100002_8,4,694,我认为纱月同学是个很厉害的人。
100002_8,4,695,不仅长得漂亮，头脑聪明，又很努力，还很为朋友着想，说到底就是很温柔。
100002_8,4,697,我知道纱月同学有时候会做出奇怪的举动。
100002_8,4,699,当时纱月同学说赢的人可以和我结婚。
100002_8,4,700,而且事后问了才知道，那好像是她一时兴起说的。
100002_8,4,701,只要和真唯扯上关系，就会一时兴起决定自己的人生。
100002_8,4,703,换句话说，纱月同学会做出什么举动都是未知数。
100002_8,4,704,"就算有人找她吵架，她也有可能会顺势说出这种话，我觉得这也不奇怪……


的坚固滤镜！"
100002_8,4,708,眼前是板着一张脸双手环抱的纱月同学，以及露出爽朗笑容的真唯。
100002_8,4,710,两位绝世美少女的登场，让屋顶一下子变得华丽起来。
100002_8,4,713,紫阳花同学头上冒出一堆问号，同时重复着我说的话。
100002_8,4,717,"是……
　如此这般，除了小香穗以外的Queentet四人聚集在冬天的屋顶。"
100002_8,4,719,真唯以冷静的语气开始娓娓道来。
100002_8,4,721,真唯的母亲因为真唯之前举办了联谊派对而感到担心，所以才想尽早巩固真唯的终身大事。
100002_8,4,722,真唯最近似乎一直在设法解决这件事，但好像不如想象中顺利。
100002_8,4,723,我也不该对别人家的家务事说三道四。
100002_8,4,724,可是……真唯与母亲的关系看起来实在不太健全。
100002_8,4,731,我的挚友很害羞，而且是非常高洁的人。
100002_8,4,734,真唯觉得她连这种地方都很害羞，便哈哈笑了起来。
100002_8,4,735,我进一步询问，真唯就像是自己的孩子在赛跑中得到第一名一样，挺起胸膛。
100002_8,4,738,纱月同学以平常的语气如此断言。
100002_8,4,740,听到这句话，我与紫阳花同学自然地互相对视。
100002_8,4,741,没错，或许这样并不普通，但我、紫阳花同学以及真唯，我们三个人正在交往。
100002_8,4,742,这件事也可以说让事情变得更加复杂。
100002_8,4,744,"也就是说……
　在我开口之前，紫阳花同学小声地问：

　真唯微微倒抽一口气。"
100002_8,4,746,纱月同学像是豁出去了一样，如此断言。
100002_8,4,752,这次，我和紫阳花同学都闭上了嘴。
100002_8,4,754,从外面传来学生们零星的问候声。
100002_8,4,757,但是，能与真唯维持现在的关系，我觉得……很开心。
100002_8,4,758,纱月同学的话，让我反射性地接着说下去。
100002_8,4,760,在她讲到重点的时候，我插嘴了。
100002_8,4,767,我觉得这对纱月同学来说没什么好处。
100002_8,4,769,虽然没办法好好说明，但就是觉得不对劲。
100002_8,4,772,"像这种感觉……
　纱月同学轻轻地叹了口气。"
100002_8,4,776,只是，特地亲口说出自己是为了别人而行动的纱月同学，总觉得不像平常的纱月同学。
100002_8,4,777,"要是被问到是哪里不像，我也很困扰就是了……


　确实是这样。"
100002_8,4,778,正如纱月同学所说，预料之外的情报接二连三地涌来，我应该很混乱吧。
100002_8,4,784,"jpg

　纱月同学画完图后，一脸诧异地皱起眉头。"
100002_8,4,785,虽然我完全听不懂纱月同学在说什么，但最近我家来了PS5。
100002_8,4,787,机身也变得苗条又帅气，我已经被小PS迷得神魂颠倒。
100002_8,4,790,不管怎样，我觉得大致上就是这张图这样。
100002_8,4,791,一起看着图的紫阳花同学害羞地扭扭捏捏。
100002_8,4,794,纱月同学拨了一下美丽的头发，浅浅地笑了。
100002_8,4,797,但是，以现状来说，这或许是最好的方法。
100002_8,4,798,毕竟这是非常了解真唯母亲的真唯与纱月同学一起想出来的办法。
100002_8,4,799,至少真唯的心灵负担会明显减轻。
100002_8,5,801,因为她从小就为了真唯费尽心思。
100002_8,5,802,"可是……
　我还是很在意，所以在从屋顶回到教室的途中，我悄悄地问了纱月同学。"
100002_8,5,810,听到这句话，我不知道该说什么才好，只能点头。
100002_8,5,812,纱月同学目不转睛地盯着我，随后像是失去了兴趣般，不慌不忙地走了。
100002_8,5,814,在阴沉的天空之下，一阵冷风吹过。
100002_8,5,815,结果，从那简短的对话中，我只明白了一件事，那就是我完全不了解纱月同学。
100002_8,5,817,接下来就是悠闲地度过每一天，然后迎接寒假……我原本是这样想的。
100002_8,5,818,学校里，掀起了犹如飓风般的骚动。
100002_8,5,821,真唯与小露西的婚约，感觉就像是不同世界的事情，但这次的对象是纱月同学。
100002_8,5,822,不管怎么说，颜值高到不行的两个人的未婚妻，都待在同一个班级。
100002_8,5,825,不只是受欢迎的真唯，就连明显散发着厌世气场的纱月同学，走到哪里都会被学生们团团围住。
100002_8,5,826,两个人在一起的那天，简直就像在举办祭典一样。
100002_8,5,827,每当真唯看向纱月同学，每当纱月同学对真唯说些什么，就会响起犹如偶像演唱会般的欢呼声。
100002_8,5,828,这股狂热的气氛，就连拯救世界凯旋归来的勇者也不会如此受到欢迎吧。
100002_8,5,829,对真唯燃起对抗心而感到不甘心的高田卑弥呼同学，想必一定把她的手帕都捏烂了吧。
100002_8,5,832,我与小香穗两个人在休息时间聊着这样的话题。
100002_8,5,835,她的脑子转得实在太快，我都不禁尊敬起她了。
100002_8,5,836,对于因为隐瞒了她而感到有些内疚的我。
100002_8,5,840,她把手放在嘴边，眯起眼睛嘻嘻笑着。
100002_8,5,849,我绞尽脑汁，结果还是只能挤出这句话。
100002_8,5,854,她给我发信息说的时候，肯定也是为了捉弄真唯之类的吧。
100002_8,5,855,虽然她本人回答那个理由……但肯定是这样没错。
100002_8,5,856,说起来，女高中生都会谈恋爱这种想法，我觉得是世间的偏见。
100002_8,5,857,如果我没有遇到真唯和紫阳花同学，现在肯定也过着对恋爱不感兴趣的青春生活。
100002_8,5,859,看着喃喃自语的我，小香穗沉默了一会儿。
100002_8,5,860,但是，她随后大大地伸了个懒腰。
100002_8,5,862,但是，多亏了小香穗没有打乱自己的节奏，我或许才能保持住精神上的稳定。
100002_8,5,863,比起抱着无法对任何人说的秘密，还是被别人捉弄一下，心情不会那么沉重……真是感激不尽。
100002_8,5,864,上课铃响了，我回到了自己的座位。
100002_8,5,865,然后，坐在前面的紫阳花同学没有和任何人说话，只是呆呆地望着窗外。
100002_8,5,867,她的侧脸比起平时那种亲近人的可爱，更凸显了她本身的美丽。
100002_8,5,868,"紫阳花同学，真是个美人啊……

　紫阳花同学没有看这边，自言自语地开口说道。"
